player_name;team_abbreviation;country;pts;reb;ast;season
Maurice Evans;ATL;USA;5.7;1.9;0.6;2009-10
Byron Mullens;OKC;USA;1.1;0.8;0.1;2009-10
Matt Bonner;SAS;USA;7.0;3.3;1.0;2009-10
Matt Barnes;ORL;USA;8.8;5.5;1.7;2009-10
Marvin Williams;ATL;USA;10.1;5.1;1.1;2009-10
Martell Webster;POR;USA;9.4;3.3;0.8;2009-10
Marreese Speights;PHI;USA;8.6;4.1;0.6;2009-10
Marquis Daniels;BOS;USA;5.6;1.9;1.3;2009-10
Mario West;ATL;USA;0.8;0.7;0.2;2009-10
Mario Chalmers;MIA;USA;7.1;1.8;3.4;2009-10
Mardy Collins;LAC;USA;2.6;1.2;1.0;2009-10
Marcus Williams;MEM;USA;4.3;1.5;2.6;2009-10
Kurt Thomas;MIL;USA;3.0;4.2;0.7;2009-10
Nathan Jawai;MIN;Australia;3.2;2.7;0.6;2009-10
Kris Humphries;NJN;USA;7.1;5.5;0.5;2009-10
Kobe Bryant;LAL;USA;27.0;5.4;5.0;2009-10
Joel Anthony;MIA;Canada;2.7;3.1;0.2;2009-10
Joe Smith;ATL;USA;3.0;2.5;0.3;2009-10
Joe Johnson;ATL;USA;21.3;4.6;4.9;2009-10
Joe Alexander;CHI;USA;0.5;0.6;0.3;2009-10
Jodie Meeks;PHI;USA;4.7;1.7;0.7;2009-10
Joakim Noah;CHI;USA;10.7;11.0;2.1;2009-10
Jerryd Bayless;POR;USA;8.5;1.6;2.3;2009-10
Jerry Stackhouse;MIL;USA;8.5;2.4;1.7;2009-10
Jermaine Taylor;HOU;USA;4.1;1.5;0.5;2009-10
Jermaine O'Neal;MIA;USA;13.6;6.9;1.3;2009-10
Jeff Teague;ATL;USA;3.2;0.9;1.7;2009-10
Jeff Green;OKC;USA;15.1;6.0;1.6;2009-10
Jeff Foster;IND;USA;3.1;5.1;1.3;2009-10
Joel Przybilla;POR;USA;4.1;7.9;0.3;2009-10
Jeff Ayres;POR;USA;2.7;2.5;0.0;2009-10
Jason Williams;ORL;USA;6.0;1.5;3.6;2009-10
Jason Thompson;SAC;USA;12.5;8.5;1.7;2009-10
Jason Terry;DAL;USA;16.6;1.8;3.8;2009-10
Jason Smith;PHI;USA;3.4;2.4;0.6;2009-10
Jason Richardson;PHX;USA;15.7;5.1;1.8;2009-10
Jason Maxiell;DET;USA;6.8;5.3;0.5;2009-10
Jason Kidd;DAL;USA;10.3;5.6;9.1;2009-10
Jason Kapono;PHI;USA;5.7;1.2;0.7;2009-10
Jason Hart;NOH;USA;0.4;0.4;1.2;2009-10
Jason Collins;ATL;USA;0.7;0.6;0.2;2009-10
Jarvis Hayes;NJN;USA;7.8;2.4;0.9;2009-10
Jarron Collins;PHX;USA;1.0;1.8;0.2;2009-10
Jarrett Jack;TOR;USA;11.4;2.7;5.0;2009-10
Jawad Williams;CLE;USA;4.1;1.5;0.6;2009-10
Joey Dorsey;SAC;USA;1.5;2.9;0.1;2009-10
Joey Graham;DEN;USA;4.3;2.0;0.4;2009-10
Johan Petro;DEN;France;3.4;3.6;0.4;2009-10
Kirk Hinrich;CHI;USA;10.9;3.5;4.5;2009-10
Keyon Dooling;NJN;USA;6.9;1.0;2.5;2009-10
Kevin Ollie;OKC;USA;1.8;1.0;0.8;2009-10
Kevin Martin;HOU;USA;20.6;3.6;2.4;2009-10
Kevin Love;MIN;USA;14.0;11.0;2.3;2009-10
Kevin Garnett;BOS;USA;14.3;7.3;2.7;2009-10
Kevin Durant;OKC;USA;30.1;7.6;2.8;2009-10
Kenyon Martin;DEN;USA;11.5;9.4;1.9;2009-10
Kenny Thomas;SAC;USA;1.6;3.3;0.6;2009-10
Kendrick Perkins;BOS;USA;10.1;7.6;1.0;2009-10
Kelenna Azubuike;GSW;England;13.9;4.6;1.1;2009-10
Keith Bogans;SAS;USA;4.4;2.2;1.2;2009-10
Kareem Rush;LAC;USA;1.3;0.9;0.6;2009-10
Juwan Howard;POR;USA;6.0;4.6;0.8;2009-10
Julian Wright;NOH;USA;3.8;2.1;0.6;2009-10
Jrue Holiday;PHI;USA;8.0;2.6;3.8;2009-10
Josh Smith;ATL;USA;15.7;8.7;4.2;2009-10
Josh Powell;LAL;USA;2.7;1.8;0.6;2009-10
Josh McRoberts;IND;USA;4.3;3.0;1.0;2009-10
Josh Howard;WAS;USA;12.7;3.6;1.4;2009-10
Josh Boone;NJN;USA;4.0;5.0;0.5;2009-10
Jose Calderon;TOR;Spain;10.3;2.1;5.9;2009-10
Jordan Hill;HOU;USA;5.2;3.7;0.4;2009-10
Jordan Farmar;LAL;USA;7.2;1.6;1.5;2009-10
Jonny Flynn;MIN;USA;13.5;2.4;4.4;2009-10
Jonathan Bender;NYK;USA;4.7;2.1;0.6;2009-10
Jonas Jerebko;DET;Sweden;9.3;6.0;0.7;2009-10
Jon Brockman;SAC;USA;2.8;4.1;0.4;2009-10
John Salmons;MIL;USA;15.4;3.3;2.8;2009-10
Kosta Koufos;UTA;USA;1.5;1.3;0.2;2009-10
Tyrus Thomas;CHA;USA;9.4;6.2;1.0;2009-10
Matt Carroll;DAL;USA;1.8;0.5;0.2;2009-10
Udonis Haslem;MIA;USA;9.9;8.1;0.7;2009-10
Tyson Chandler;CHA;USA;6.5;6.3;0.3;2009-10
CJ Miles;UTA;USA;9.9;2.7;1.7;2009-10
Zydrunas Ilgauskas;CLE;Lithuania;7.4;5.4;0.8;2009-10
Zaza Pachulia;ATL;Georgia;4.3;3.8;0.5;2009-10
Zach Randolph;MEM;USA;20.8;11.7;1.8;2009-10
Yi Jianlian;NJN;USA;12.0;7.2;0.9;2009-10
Yakhouba Diawara;MIA;USA;0.8;0.7;0.5;2009-10
C.J. Watson;GSW;USA;10.3;2.6;2.8;2009-10
Willie Green;PHI;USA;8.7;1.8;2.1;2009-10
Vince Carter;ORL;USA;16.6;3.9;3.1;2009-10
Wilson Chandler;NYK;USA;15.3;5.4;2.1;2009-10
Wayne Ellington;MIN;USA;6.6;2.1;1.0;2009-10
Vladimir Radmanovic;GSW;Serbia;6.2;4.3;1.1;2009-10
Will Bynum;DET;USA;10.0;2.3;4.5;2009-10
Will Conroy;HOU;USA;1.2;0.6;1.4;2009-10
Wesley Matthews;UTA;USA;9.4;2.3;1.5;2009-10
JR Smith;DEN;USA;12.3;4.1;2.2;2010-11
JaVale McGee;WAS;USA;10.1;8.0;0.5;2010-11
Jamaal Magloire;MIA;Canada;1.9;3.4;0.2;2010-11
James Posey;IND;USA;4.9;3.0;0.7;2010-11
Jamario Moon;LAC;USA;4.3;2.8;0.9;2010-11
Jameer Nelson;ORL;USA;13.1;3.0;6.0;2010-11
James Anderson;SAS;USA;3.6;0.9;0.7;2010-11
James Harden;OKC;USA;12.2;3.1;2.1;2010-11
James Johnson;TOR;USA;7.1;3.7;2.3;2010-11
James Jones;MIA;USA;5.9;2.0;0.5;2010-11
Jamal Crawford;ATL;USA;14.2;1.7;3.2;2010-11
Jarrett Jack;NOH;USA;8.9;2.1;2.9;2010-11
Jared Jeffries;NYK;USA;1.8;2.8;0.9;2010-11
JJ Redick;ORL;USA;10.1;1.9;1.7;2010-11
Jarron Collins;POR;USA;0.7;0.9;0.1;2010-11
Jason Collins;ATL;USA;2.0;2.1;0.4;2010-11
Jason Kapono;PHI;USA;0.7;0.5;0.2;2010-11
Jason Kidd;DAL;USA;7.9;4.4;8.2;2010-11
Jason Maxiell;DET;USA;4.2;3.0;0.3;2010-11
Jason Richardson;ORL;USA;15.6;4.1;1.8;2010-11
Jason Smith;NOH;USA;4.3;3.1;0.5;2010-11
Jason Terry;DAL;USA;15.8;1.9;4.1;2010-11
Jason Thompson;SAC;USA;8.8;6.1;1.2;2010-11
Jared Dudley;PHX;USA;10.6;3.9;1.3;2010-11
JJ Hickson;CLE;USA;13.8;8.7;1.1;2010-11
Ike Diogu;LAC;USA;5.8;3.2;0.1;2010-11
Ish Smith;MEM;USA;2.3;1.1;1.8;2010-11
Gary Forbes;DEN;Panama;5.2;1.8;0.8;2010-11
Gary Neal;SAS;USA;9.8;2.5;1.2;2010-11
George Hill;SAS;USA;11.6;2.6;2.5;2010-11
Gerald Henderson;CHA;USA;9.6;3.0;1.5;2010-11
Gerald Wallace;POR;USA;15.7;8.0;2.4;2010-11
Gilbert Arenas;ORL;USA;10.8;2.7;3.9;2010-11
Glen Davis;BOS;USA;11.7;5.4;1.2;2010-11
Goran Dragic;HOU;Slovenia;7.5;2.0;2.9;2010-11
Gordon Hayward;UTA;USA;5.4;1.9;1.1;2010-11
Grant Hill;PHX;USA;13.2;4.2;2.5;2010-11
Greg Monroe;DET;USA;9.4;7.5;1.3;2010-11
Greivis Vasquez;MEM;Venezuela;3.6;1.0;2.2;2010-11
Hakim Warrick;PHX;USA;8.4;3.7;0.9;2010-11
Hamady Ndiaye;WAS;Senegal;0.9;0.4;0.0;2010-11
Hamed Haddadi;MEM;Iran;2.4;2.2;0.2;2010-11
Hasheem Thabeet;HOU;Tanzania;1.1;1.6;0.1;2010-11
Hassan Whiteside;SAC;USA;0.0;0.0;0.0;2010-11
Hedo Turkoglu;ORL;Turkey;10.8;4.4;4.2;2010-11
Henry Walker;NYK;USA;4.9;2.0;0.6;2010-11
Hilton Armstrong;ATL;USA;1.7;2.5;0.3;2010-11
Ian Mahinmi;DAL;France;3.1;2.1;0.1;2010-11
Jason Williams;MEM;USA;2.0;1.1;1.9;2010-11
Ime Udoka;SAS;USA;0.7;1.0;0.7;2010-11
J.J. Barea;DAL;Puerto Rico;9.5;2.0;3.9;2010-11
Jawad Williams;CLE;USA;4.0;1.8;0.8;2010-11
Jeff Teague;ATL;USA;5.2;1.5;2.0;2010-11
Jeff Foster;IND;USA;3.3;6.3;0.8;2010-11
Josh Howard;WAS;USA;8.4;4.1;1.3;2010-11
Josh McRoberts;IND;USA;7.4;5.3;2.1;2010-11
Josh Powell;ATL;USA;4.1;2.5;0.4;2010-11
Josh Smith;ATL;USA;16.5;8.5;3.3;2010-11
Jrue Holiday;PHI;USA;14.0;4.0;6.5;2010-11
Julian Wright;TOR;USA;3.6;2.3;1.1;2010-11
Juwan Howard;MIA;USA;2.4;2.1;0.4;2010-11
Keith Bogans;CHI;USA;4.4;1.8;1.2;2010-11
Kendrick Perkins;OKC;USA;6.0;8.0;0.9;2010-11
Kenyon Martin;DEN;USA;8.6;6.2;2.3;2010-11
Kevin Durant;OKC;USA;27.7;6.8;2.7;2010-11
Kevin Garnett;BOS;USA;14.9;8.9;2.4;2010-11
Kevin Love;MIN;USA;20.2;15.2;2.5;2010-11
Kevin Martin;HOU;USA;23.5;3.2;2.5;2010-11
Kevin Seraphin;WAS;France;2.7;2.6;0.2;2010-11
Keyon Dooling;MIL;USA;7.1;1.5;3.0;2010-11
Kirk Hinrich;ATL;USA;10.2;2.5;4.0;2010-11
Kobe Bryant;LAL;USA;25.3;5.1;4.7;2010-11
Kosta Koufos;DEN;USA;3.2;2.6;0.1;2010-11
Kris Humphries;NJN;USA;10.0;10.4;1.1;2010-11
Kurt Thomas;CHI;USA;4.1;5.8;1.2;2010-11
Kwame Brown;CHA;USA;7.9;6.8;0.7;2010-11
Kyle Korver;CHI;USA;8.3;1.8;1.5;2010-11
Josh Childress;PHX;USA;5.0;2.9;0.8;2010-11
Jeff Adrien;GSW;USA;2.5;2.5;0.4;2010-11
Jose Calderon;TOR;Spain;9.8;3.0;8.9;2010-11
Jordan Farmar;NJN;USA;9.6;2.4;5.0;2010-11
Jeff Green;BOS;USA;13.3;4.8;1.4;2010-11
Garrett Temple;CHA;USA;2.4;1.0;1.3;2010-11
Jeremy Evans;UTA;USA;3.6;2.0;0.5;2010-11
Jeremy Lin;GSW;USA;2.6;1.2;1.4;2010-11
Jermaine O'Neal;BOS;USA;5.4;3.7;0.5;2010-11
Jermaine Taylor;SAC;USA;6.6;1.8;0.9;2010-11
Jerry Stackhouse;MIA;USA;1.7;1.0;0.4;2010-11
Jerryd Bayless;TOR;USA;9.2;2.3;3.7;2010-11
Joakim Noah;CHI;USA;11.7;10.4;2.2;2010-11
Jodie Meeks;PHI;USA;10.5;2.3;1.1;2010-11
Joe Johnson;ATL;USA;18.2;4.0;4.7;2010-11
Joe Smith;LAL;USA;0.5;1.3;0.3;2010-11
Joel Anthony;MIA;Canada;2.0;3.5;0.3;2010-11
Joel Przybilla;CHA;USA;1.8;4.0;0.4;2010-11
Joey Dorsey;TOR;USA;3.1;4.4;0.6;2010-11
Joey Graham;CLE;USA;5.2;2.2;0.5;2010-11
Johan Petro;NJN;France;3.5;2.8;0.6;2010-11
John Lucas III;CHI;USA;1.0;0.0;0.5;2010-11
John Salmons;MIL;USA;14.0;3.6;3.5;2010-11
John Wall;WAS;USA;16.4;4.6;8.3;2010-11
Jon Brockman;MIL;USA;2.2;2.9;0.3;2010-11
Jonny Flynn;MIN;USA;5.3;1.5;3.4;2010-11
Jordan Crawford;WAS;USA;11.7;2.5;2.8;2010-11
Jordan Hill;HOU;USA;5.6;4.3;0.4;2010-11
Garret Siler;PHX;USA;2.1;1.3;0.1;2010-11
Francisco Elson;UTA;Netherlands;2.2;1.9;0.5;2010-11
Francisco Garcia;SAC;Dominican Republic;9.7;2.3;1.2;2010-11
Chris Johnson;POR;USA;2.4;2.3;0.2;2010-11
Chris Kaman;LAC;USA;12.4;7.0;1.4;2010-11
Chris Paul;NOH;USA;15.9;4.1;9.8;2010-11
Chris Quinn;SAS;USA;2.0;0.6;1.0;2010-11
Chris Wilcox;DET;USA;7.4;4.8;0.8;2010-11
Christian Eyenga;CLE;Congo;6.9;2.8;0.8;2010-11
Chuck Hayes;HOU;USA;7.9;8.1;2.7;2010-11
Cole Aldrich;OKC;USA;1.0;1.9;0.2;2010-11
Corey Brewer;DAL;USA;8.0;2.5;1.3;2010-11
Corey Maggette;MIL;USA;12.0;3.6;1.3;2010-11
Courtney Lee;HOU;USA;8.3;2.6;1.2;2010-11
Craig Brackins;PHI;USA;2.7;1.3;0.3;2010-11
Craig Smith;LAC;USA;5.4;2.4;0.6;2010-11
D.J. Augustin;CHA;USA;14.4;2.7;6.1;2010-11
DJ Mbenga;NOH;Democratic Republic of the Congo;1.4;2.1;0.1;2010-11
DJ White;CHA;USA;5.7;3.4;0.4;2010-11
DaJuan Summers;DET;USA;3.4;0.5;0.1;2010-11
Daequan Cook;OKC;USA;5.6;1.7;0.5;2010-11
Dahntay Jones;IND;USA;6.3;1.4;0.7;2010-11
Damien Wilkins;ATL;USA;3.5;1.7;0.8;2010-11
Damion James;NJN;USA;4.4;3.4;0.8;2010-11
Dan Gadzuric;NJN;Netherlands;2.8;3.2;0.3;2010-11
Daniel Gibson;CLE;USA;11.6;2.6;3.0;2010-11
Chris Duhon;ORL;USA;2.5;1.0;2.3;2010-11
Chris Douglas-Roberts;MIL;USA;7.3;2.0;1.1;2010-11
Chris Bosh;MIA;USA;18.7;8.3;1.9;2010-11
Chris Andersen;DEN;USA;5.6;4.9;0.4;2010-11
Brandon Jennings;MIL;USA;16.2;3.7;4.8;2010-11
Brandon Roy;POR;USA;12.2;2.6;2.7;2010-11
Brandon Rush;IND;USA;9.1;3.2;0.9;2010-11
Brendan Haywood;DAL;USA;4.4;5.2;0.3;2010-11
Brian Cardinal;DAL;USA;2.6;1.1;0.7;2010-11
Brian Cook;LAC;USA;4.8;2.4;0.4;2010-11
Brian Scalabrine;CHI;USA;1.1;0.4;0.3;2010-11
Brian Skinner;MIL;USA;0.0;0.0;0.0;2010-11
Brook Lopez;NJN;USA;20.4;6.0;1.6;2010-11
Byron Mullens;OKC;USA;1.9;1.8;0.0;2010-11
C.J. Watson;CHI;USA;4.9;1.1;2.3;2010-11
Danilo Gallinari;DEN;Italy;15.6;4.9;1.7;2010-11
CJ Miles;UTA;USA;12.8;3.3;1.7;2010-11
Carlos Arroyo;BOS;Puerto Rico;4.8;1.6;2.0;2010-11
Carlos Boozer;CHI;USA;17.5;9.6;2.5;2010-11
Carlos Delfino;MIL;Argentina;11.5;4.1;2.3;2010-11
Carmelo Anthony;NYK;USA;25.6;7.3;2.9;2010-11
Caron Butler;DAL;USA;15.0;4.1;1.6;2010-11
Cartier Martin;WAS;USA;4.0;1.4;0.3;2010-11
Channing Frye;PHX;USA;12.7;6.7;1.2;2010-11
Charlie Bell;GSW;USA;1.7;0.9;0.7;2010-11
Charlie Villanueva;DET;USA;11.1;3.9;0.6;2010-11
Chase Budinger;HOU;USA;9.8;3.6;1.6;2010-11
Chauncey Billups;NYK;USA;16.8;2.6;5.4;2010-11
Carl Landry;NOH;USA;11.9;4.6;0.8;2010-11
Danny Granger;IND;USA;20.5;5.4;2.6;2010-11
Danny Green;SAS;USA;5.1;1.9;0.3;2010-11
Dante Cunningham;CHA;USA;6.2;3.6;0.6;2010-11
Donte Greene;SAC;USA;5.8;2.1;0.7;2010-11
Dorell Wright;GSW;USA;16.4;5.3;3.0;2010-11
Drew Gooden;MIL;USA;11.3;6.8;1.3;2010-11
Dwight Howard;ORL;USA;22.9;14.1;1.4;2010-11
Dwyane Wade;MIA;USA;25.5;6.4;4.6;2010-11
Earl Barron;POR;USA;3.8;3.6;0.5;2010-11
Earl Boykins;MIL;USA;7.2;1.0;2.5;2010-11
Earl Clark;ORL;USA;3.9;2.4;0.2;2010-11
Earl Watson;UTA;USA;4.3;2.3;3.5;2010-11
Ed Davis;TOR;USA;7.7;7.1;0.6;2010-11
Eddie House;MIA;USA;6.5;1.6;1.1;2010-11
Dominique Jones;DAL;USA;2.3;1.4;1.1;2010-11
Eduardo Najera;CHA;Mexico;2.2;1.4;0.6;2010-11
Elton Brand;PHI;USA;15.0;8.3;1.5;2010-11
Emeka Okafor;NOH;USA;10.3;9.5;0.6;2010-11
Eric Bledsoe;LAC;USA;6.7;2.8;3.6;2010-11
Eric Gordon;LAC;USA;22.3;2.9;4.4;2010-11
Eric Maynor;OKC;USA;4.2;1.5;2.9;2010-11
Erick Dampier;MIA;USA;2.5;3.5;0.4;2010-11
Ersan Ilyasova;MIL;Turkey;9.5;6.1;0.9;2010-11
Etan Thomas;ATL;USA;2.5;1.8;0.2;2010-11
Evan Turner;PHI;USA;7.2;3.9;2.0;2010-11
Fabricio Oberto;POR;Argentina;1.4;1.4;0.0;2010-11
Kyle Lowry;HOU;USA;13.5;4.1;6.7;2010-11
Ekpe Udoh;GSW;USA;4.1;3.1;0.7;2010-11
Gani Lawal;PHX;USA;0.0;0.0;0.0;2010-11
Dominic McGuire;CHA;USA;3.3;3.8;0.8;2010-11
Dexter Pittman;MIA;USA;1.0;1.5;0.0;2010-11
Darius Songaila;PHI;Lithuania;1.6;1.0;0.2;2010-11
Darko Milicic;MIN;Serbia;8.8;5.2;1.5;2010-11
Darnell Jackson;SAC;USA;3.2;1.6;0.2;2010-11
Darrell Arthur;MEM;USA;9.1;4.3;0.7;2010-11
Darren Collison;IND;USA;13.2;2.8;5.1;2010-11
David Andersen;NOH;USA;3.4;2.1;0.3;2010-11
David Lee;GSW;USA;16.5;9.8;3.2;2010-11
David West;NOH;USA;18.9;7.6;2.3;2010-11
DeAndre Jordan;LAC;USA;7.1;7.2;0.5;2010-11
DeJuan Blair;SAS;USA;8.3;7.0;1.0;2010-11
DeMar DeRozan;TOR;USA;17.2;3.8;1.8;2010-11
Dirk Nowitzki;DAL;Germany;23.0;7.0;2.6;2010-11
DeMarcus Cousins;SAC;USA;14.1;8.6;2.5;2010-11
DeSagana Diop;CHA;Senegal;1.3;2.5;0.4;2010-11
DeShawn Stevenson;DAL;USA;5.3;1.5;1.1;2010-11
Delonte West;BOS;USA;5.6;1.5;2.7;2010-11
Derek Fisher;LAL;USA;6.8;1.9;2.7;2010-11
Deron Williams;NJN;USA;20.1;4.0;10.3;2010-11
Derrick Brown;NYK;USA;3.8;2.0;0.7;2010-11
Derrick Caracter;LAL;USA;2.0;1.0;0.2;2010-11
Derrick Favors;UTA;USA;6.8;5.3;0.5;2010-11
Derrick Rose;CHI;USA;25.0;4.1;7.7;2010-11
Devin Ebanks;LAL;USA;3.1;1.4;0.1;2010-11
Devin Harris;UTA;USA;15.2;2.4;7.1;2010-11
DeMarre Carroll;HOU;USA;0.8;0.7;0.3;2010-11
Kyle Weaver;UTA;USA;5.6;2.0;1.4;2010-11
Lance Stephenson;IND;USA;3.1;1.5;1.8;2010-11
LaMarcus Aldridge;POR;USA;21.8;8.8;2.1;2010-11
Steve Nash;PHX;Canada;14.7;3.5;11.4;2010-11
Steve Novak;SAS;USA;3.5;0.9;0.1;2010-11
Sundiata Gaines;NJN;USA;4.6;1.6;1.8;2010-11
T.J. Ford;IND;USA;5.4;2.0;3.4;2010-11
Taj Gibson;CHI;USA;7.1;5.7;0.7;2010-11
Tayshaun Prince;DET;USA;14.1;4.2;2.8;2010-11
Terrence Williams;HOU;USA;5.0;2.4;1.8;2010-11
Thabo Sefolosha;OKC;Switzerland;5.1;4.4;1.4;2010-11
Thaddeus Young;PHI;USA;12.7;5.3;1.0;2010-11
Theo Ratliff;LAL;USA;0.2;1.3;0.3;2010-11
Tiago Splitter;SAS;Brazil;4.6;3.4;0.4;2010-11
Tim Duncan;SAS;US Virgin Islands;13.4;8.9;2.7;2010-11
Timofey Mozgov;DEN;Russia;3.6;2.7;0.3;2010-11
Toney Douglas;NYK;USA;10.6;3.0;3.0;2010-11
Tony Allen;MEM;USA;8.9;2.7;1.4;2010-11
Tony Battie;PHI;USA;2.6;2.6;0.3;2010-11
Tony Parker;SAS;France;17.5;3.1;6.6;2010-11
Tracy McGrady;DET;USA;8.0;3.5;3.5;2010-11
Travis Outlaw;NJN;USA;9.2;4.0;1.0;2010-11
Trevor Ariza;NOH;USA;11.0;5.4;2.2;2010-11
Trevor Booker;WAS;USA;5.3;3.9;0.5;2010-11
Andray Blatche;WAS;USA;16.8;8.2;2.3;2010-11
Andre Iguodala;PHI;USA;14.1;5.8;6.3;2010-11
Steve Blake;LAL;USA;4.0;2.0;2.2;2010-11
Andre Miller;POR;USA;12.7;3.7;7.0;2010-11
Stephen Jackson;CHA;USA;18.5;4.5;3.6;2010-11
Stephen Curry;GSW;USA;18.6;3.9;5.8;2010-11
Ryan Gomes;LAC;USA;7.2;3.3;1.6;2010-11
Ryan Hollins;CLE;USA;5.3;2.7;0.4;2010-11
Sam Young;MEM;USA;7.3;2.4;0.9;2010-11
Samardo Samuels;CLE;Jamaica;7.8;4.3;0.5;2010-11
Samuel Dalembert;SAC;Haiti;8.1;8.2;0.8;2010-11
Sasha Pavlovic;BOS;Montenegro;2.5;1.0;0.5;2010-11
Sasha Vujacic;NJN;Slovenia;9.8;2.8;2.0;2010-11
Sean Marks;POR;New Zealand;1.6;1.4;0.1;2010-11
Sebastian Telfair;MIN;USA;7.2;1.5;3.0;2010-11
Semih Erden;CLE;Turkey;4.0;2.9;0.5;2010-11
Serge Ibaka;OKC;Democratic Republic of the Congo;9.9;7.6;0.3;2010-11
Shane Battier;MEM;USA;7.6;4.5;2.3;2010-11
Shannon Brown;LAL;USA;8.7;1.9;1.2;2010-11
Shaquille O'Neal;BOS;USA;9.2;4.8;0.7;2010-11
Shaun Livingston;CHA;USA;6.6;2.0;2.2;2010-11
Shawn Marion;DAL;USA;12.5;6.9;1.4;2010-11
Shawne Williams;NYK;USA;7.1;3.7;0.7;2010-11
Shelden Williams;NYK;USA;4.5;4.6;0.5;2010-11
Sherron Collins;CHA;USA;0.9;0.3;0.4;2010-11
Solomon Alabi;TOR;Nigeria;0.5;1.2;0.2;2010-11
Solomon Jones;IND;USA;3.6;2.9;0.8;2010-11
Sonny Weems;TOR;USA;9.2;2.6;1.8;2010-11
Spencer Hawes;PHI;USA;7.2;5.7;1.5;2010-11
Stephen Graham;NJN;USA;3.4;2.1;0.7;2010-11
Andrea Bargnani;TOR;Italy;21.4;5.2;1.8;2010-11
Andrei Kirilenko;UTA;Russia;11.7;5.1;3.0;2010-11
Andres Nocioni;PHI;Argentina;6.1;3.1;0.8;2010-11
Udonis Haslem;MIA;USA;8.0;8.2;0.5;2010-11
Vince Carter;PHX;USA;14.0;3.8;2.0;2010-11
Vladimir Radmanovic;GSW;Serbia;5.1;2.9;1.1;2010-11
Von Wafer;BOS;USA;3.2;0.8;0.6;2010-11
Wayne Ellington;MIN;USA;6.6;1.7;1.2;2010-11
Wesley Johnson;MIN;USA;9.0;3.0;1.9;2010-11
Wesley Matthews;POR;USA;15.9;3.1;2.0;2010-11
Will Bynum;DET;USA;7.9;1.2;3.2;2010-11
Willie Green;NOH;USA;8.7;2.1;1.0;2010-11
Willie Warren;LAC;USA;1.9;0.6;1.4;2010-11
Wilson Chandler;DEN;USA;15.3;5.7;1.7;2010-11
Xavier Henry;MEM;USA;4.3;1.0;0.5;2010-11
Yao Ming;HOU;China;10.2;5.4;0.8;2010-11
Yi Jianlian;WAS;USA;5.6;3.9;0.4;2010-11
Zabian Dowdell;PHX;USA;5.0;0.8;2.1;2010-11
Zach Randolph;MEM;USA;20.1;12.2;2.2;2010-11
Zaza Pachulia;ATL;Georgia;4.4;4.2;0.7;2010-11
Zydrunas Ilgauskas;MIA;Lithuania;5.0;4.0;0.4;2010-11
Brad Miller;HOU;USA;6.4;3.7;2.4;2010-11
Boris Diaw;CHA;France;11.3;5.0;4.1;2010-11
Bobby Simmons;SAS;USA;0.0;0.0;1.0;2010-11
Blake Griffin;LAC;USA;22.5;12.1;3.8;2010-11
Beno Udrih;SAC;Slovenia;13.7;3.4;4.9;2010-11
Tyson Chandler;DAL;USA;10.1;9.4;0.4;2010-11
Tyrus Thomas;CHA;USA;10.2;5.5;0.7;2010-11
Tyreke Evans;SAC;USA;17.8;4.8;5.6;2010-11
Tyler Hansbrough;IND;USA;11.0;5.2;0.6;2010-11
Andrew Bogut;MIL;Australia;12.8;11.1;2.0;2010-11
Andrew Bynum;LAL;USA;11.3;9.4;1.4;2010-11
Andris Biedrins;GSW;Latvia;5.0;7.2;1.0;2010-11
Andy Rautins;NYK;USA;1.6;0.2;0.6;2010-11
Antawn Jamison;CLE;USA;18.0;6.7;1.7;2010-11
Anthony Carter;NYK;USA;3.3;1.5;2.1;2010-11
Anthony Morrow;NJN;USA;13.2;3.0;1.2;2010-11
Anthony Parker;CLE;USA;8.3;3.0;3.0;2010-11
Anthony Randolph;MIN;USA;7.6;4.0;0.8;2010-11
Anthony Tolliver;MIN;USA;6.7;4.5;1.3;2010-11
Antoine Wright;SAC;USA;0.3;0.4;0.0;2010-11
Ryan Anderson;ORL;USA;10.6;5.5;0.8;2010-11
Antonio Daniels;PHI;USA;1.5;1.3;0.5;2010-11
Armon Johnson;POR;USA;2.9;0.9;1.2;2010-11
Arron Afflalo;DEN;USA;12.6;3.6;2.4;2010-11
Austin Daye;DET;USA;7.5;3.8;1.1;2010-11
Avery Bradley;BOS;USA;1.7;0.5;0.4;2010-11
Baron Davis;CLE;USA;13.1;2.7;6.7;2010-11
Ben Gordon;DET;USA;11.2;2.4;2.1;2010-11
Ben Uzoh;NJN;USA;3.8;1.5;1.6;2010-11
Ben Wallace;DET;USA;2.9;6.5;1.3;2010-11
Trey Johnson;LAL;USA;4.3;0.9;1.4;2010-11
Troy Murphy;BOS;USA;3.1;3.2;0.7;2010-11
Ty Lawson;DEN;USA;11.7;2.6;4.7;2010-11
Antonio McDyess;SAS;USA;5.3;5.4;1.2;2010-11
Russell Westbrook;OKC;USA;21.9;4.6;8.2;2010-11
Rudy Gay;MEM;USA;19.8;6.2;2.8;2010-11
Rudy Fernandez;POR;Spain;8.6;2.2;2.5;2010-11
Marcus Thornton;SAC;USA;12.8;3.5;1.8;2010-11
Mario Chalmers;MIA;USA;6.4;2.1;2.5;2010-11
Mario West;NJN;USA;3.7;1.8;1.7;2010-11
Marquis Daniels;BOS;USA;5.5;2.3;1.3;2010-11
